basename,latitude,longitude,yaw_degree_gimbal,pitch_degree_gimbal,roll_degree_gimbal,image_w,image_h,image_GSDH,image_GSDV,date_time_original,relative_im_path,relative_altitude,absolute_altitude,yaw_degrees_drone,pitch_degrees_drone,roll_degrees_drone,flight_x_speed,flight_y_speed,flight_z_speed,cam_reverse,gimbal_reverse,Timestamp_ms
DJI_20241128154907_0156,-13.8823195,-73.0347916944445,-42.4,-89.9,0.0,5280,3956,0.004017826762334492,0.004006479739296624,2024:11:28 15:49:07,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154907_0156_D.JPG,14.984,2210.878,-41.7,-0.8,6.1,1.0,-0.9,0.0,0,0,1732808947000
DJI_20241128154909_0157,-13.8822963888889,-73.0348123611111,-41.0,-89.9,0.0,5280,3956,0.004034451512685849,0.004023057538538241,2024:11:28 15:49:09,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154909_0157_D.JPG,15.046,2210.956,-40.9,3.1,5.2,1.1,-1.0,0.0,0,0,1732808949000
DJI_20241128154912_0158,-13.8822726666667,-73.0348326944444,-41.0,-89.9,0.0,5280,3956,0.0040221170204896815,0.004010757881036397,2024:11:28 15:49:12,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154912_0158_D.JPG,15.0,2210.909,-40.9,1.2,4.5,1.0,-0.9,-0.1,0,0,1732808952000
DJI_20241128154914_0159,-13.8822503055556,-73.0348521944444,139.0,-90.0,180.0,5280,3956,0.004026675419779569,0.004015303406634904,2024:11:28 15:49:14,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154914_0159_D.JPG,15.017,2210.914,-41.0,-1.7,2.8,1.0,-0.8,0.0,0,0,1732808954000
DJI_20241128154917_0160,-13.8822265277778,-73.0348739722222,139.0,-90.0,180.0,5280,3956,0.004026943560914269,0.004015570790493641,2024:11:28 15:49:17,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154917_0160_D.JPG,15.018,2210.915,-41.0,2.5,3.4,1.1,-0.9,0.0,0,0,1732808957000
DJI_20241128154919_0161,-13.8822039722222,-73.0348937777778,139.0,-90.0,180.0,5280,3956,0.004018094903469192,0.00400674712315536,2024:11:28 15:49:19,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154919_0161_D.JPG,14.985,2210.894,-40.8,-1.8,4.9,0.9,-0.9,0.0,0,0,1732808959000
DJI_20241128154922_0162,-13.8821801944444,-73.0349139444444,-40.9,-89.9,0.0,5280,3956,0.004023725867297877,0.004012362184188811,2024:11:28 15:49:22,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154922_0162_D.JPG,15.006,2210.911,-40.9,-1.2,1.1,1.0,-0.8,0.0,0,0,1732808962000
DJI_20241128154924_0163,-13.8821569444444,-73.0349348611111,139.0,-90.0,180.0,5280,3956,0.004028552407722464,0.004017175093646054,2024:11:28 15:49:24,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154924_0163_D.JPG,15.024,2210.918,-41.0,-0.4,1.9,1.0,-0.9,0.0,0,0,1732808964000
DJI_20241128154927_0164,-13.8821344444444,-73.0349551944444,139.1,-90.0,180.0,5280,3956,0.0040261391375101705,0.004014768638917433,2024:11:28 15:49:27,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154927_0164_D.JPG,15.015,2210.905,-41.0,-0.4,2.7,0.9,-0.9,0.0,0,0,1732808967000
DJI_20241128154929_0165,-13.8821120277778,-73.03497575,-41.0,-89.9,0.0,5280,3956,0.0040247984318366745,0.004013431719623754,2024:11:28 15:49:29,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154929_0165_D.JPG,15.01,2210.916,-41.0,-0.2,2.3,1.0,-0.9,0.0,0,0,1732808969000
DJI_20241128154932_0166,-13.882089,-73.0349967777778,139.0,-90.0,180.0,5280,3956,0.004025870996375471,0.0040145012550586966,2024:11:28 15:49:32,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154932_0166_D.JPG,15.014,2210.917,-40.9,0.6,4.4,1.0,-0.9,0.0,0,0,1732808972000
DJI_20241128154934_0167,-13.8820651666667,-73.0350178055556,-41.0,-89.9,0.0,5280,3956,0.004028820548857164,0.0040174424775047905,2024:11:28 15:49:34,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154934_0167_D.JPG,15.025,2210.925,-41.0,0.4,2.8,0.9,-0.8,0.0,0,0,1732808974000
DJI_20241128154937_0168,-13.8820421388889,-73.0350393611111,139.0,-90.0,180.0,5280,3956,0.0040223851616243795,0.004011025264895132,2024:11:28 15:49:37,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154937_0168_D.JPG,15.001,2210.885,-40.8,0.8,4.0,0.9,-0.8,0.0,0,0,1732808977000
DJI_20241128154939_0169,-13.8820193055556,-73.0350603888889,-41.0,-89.9,0.0,5280,3956,0.004026675419779569,0.004015303406634904,2024:11:28 15:49:39,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154939_0169_D.JPG,15.017,2210.912,-41.0,-0.3,4.1,1.0,-0.7,0.0,0,0,1732808979000
DJI_20241128154942_0170,-13.8819963888889,-73.03508075,139.0,-90.0,180.0,5280,3956,0.004024530290701975,0.004013164335765019,2024:11:28 15:49:42,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154942_0170_D.JPG,15.009,2210.906,-41.0,-1.0,4.3,0.9,-0.8,0.0,0,0,1732808982000
DJI_20241128154944_0171,-13.8819726111111,-73.0351014722222,-41.0,-89.9,0.0,5280,3956,0.004025334714106073,0.004013966487341225,2024:11:28 15:49:44,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154944_0171_D.JPG,15.012,2210.892,-41.2,-0.2,2.3,1.0,-0.8,0.0,0,0,1732808984000
DJI_20241128154947_0172,-13.8819497777778,-73.0351226944444,139.0,-90.0,180.0,5280,3956,0.004019167468007989,0.004007816658590303,2024:11:28 15:49:47,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154947_0172_D.JPG,14.989,2210.896,-40.9,1.6,2.8,1.1,-0.8,0.0,0,0,1732808987000
DJI_20241128154949_0173,-13.8819254166667,-73.0351437222222,139.1,-90.0,180.0,5280,3956,0.004023725867297877,0.004012362184188811,2024:11:28 15:49:49,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154949_0173_D.JPG,15.006,2210.907,-40.9,2.3,1.9,1.0,-0.7,0.0,0,0,1732808989000
DJI_20241128154952_0174,-13.8819016388889,-73.0351634166667,139.0,-90.0,180.0,5280,3956,0.0040261391375101705,0.004014768638917433,2024:11:28 15:49:52,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154952_0174_D.JPG,15.015,2210.908,-41.1,1.6,0.9,1.0,-0.8,0.0,0,0,1732808992000
DJI_20241128154954_0175,-13.8818776388889,-73.0351850555556,139.0,-90.0,180.0,5280,3956,0.004020240032546786,0.004008886194025246,2024:11:28 15:49:54,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154954_0175_D.JPG,14.993,2210.891,-41.1,2.1,3.2,0.9,-0.9,0.0,0,0,1732808994000
DJI_20241128154957_0176,-13.8818536666667,-73.0352058333333,139.0,-90.0,180.0,5280,3956,0.00401863118573859,0.004007281890872831,2024:11:28 15:49:57,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154957_0176_D.JPG,14.987,2210.886,-40.9,2.9,1.6,0.9,-0.9,0.0,0,0,1732808997000
DJI_20241128154959_0177,-13.8818313055556,-73.0352259166667,139.0,-90.0,180.0,5280,3956,0.0040221170204896815,0.004010757881036397,2024:11:28 15:49:59,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128154959_0177_D.JPG,15.0,2210.898,-41.0,0.2,2.9,0.9,-0.9,0.0,0,0,1732808999000
DJI_20241128155002_0178,-13.8818086944444,-73.0352467777778,139.0,-90.0,180.0,5280,3956,0.004027479843183667,0.004016105558211112,2024:11:28 15:50:02,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155002_0178_D.JPG,15.02,2210.91,-40.9,1.4,1.8,1.0,-0.9,0.0,0,0,1732809002000
DJI_20241128155004_0179,-13.8817856111111,-73.0352683333333,-41.0,-89.9,0.0,5280,3956,0.004026943560914269,0.004015570790493641,2024:11:28 15:50:04,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155004_0179_D.JPG,15.018,2210.901,-41.0,2.4,0.7,0.9,-0.9,0.0,0,0,1732809004000
DJI_20241128155007_0180,-13.8817628333333,-73.0352895,139.0,-90.0,180.0,5280,3956,0.004024262149567275,0.004012896951906282,2024:11:28 15:50:07,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155007_0180_D.JPG,15.008,2210.912,-41.1,2.1,4.1,0.9,-0.8,0.0,0,0,1732809007000
DJI_20241128155009_0181,-13.8817388888889,-73.0353096388889,139.0,-90.0,180.0,5280,3956,0.004026675419779569,0.004015303406634904,2024:11:28 15:50:09,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155009_0181_D.JPG,15.017,2210.907,-41.3,1.4,3.1,1.0,-0.8,0.0,0,0,1732809009000
DJI_20241128155012_0182,-13.8817156111111,-73.0353304722222,-41.2,-89.9,0.0,5280,3956,0.004020240032546786,0.004008886194025246,2024:11:28 15:50:12,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155012_0182_D.JPG,14.993,2210.9,-41.2,1.0,0.9,1.0,-0.8,0.0,0,0,1732809012000
DJI_20241128155014_0183,-13.8816936944444,-73.0353516111111,139.0,-90.0,180.0,5280,3956,0.004017290480065093,0.004005944971579152,2024:11:28 15:50:14,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155014_0183_D.JPG,14.982,2210.89,-41.1,2.1,-0.5,1.0,-0.8,0.0,0,0,1732809014000
DJI_20241128155017_0184,-13.8816903333333,-73.035377,61.0,-90.0,180.0,5280,3956,0.004022921443893779,0.0040115600326126035,2024:11:28 15:50:17,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155017_0184_D.JPG,15.003,2210.896,-121.8,0.7,-3.8,-0.7,-1.1,0.0,0,0,1732809017000
DJI_20241128155019_0185,-13.881713,-73.0353858611111,161.7,-89.9,0.0,5280,3956,0.004023189585028479,0.004011827416471339,2024:11:28 15:50:19,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155019_0185_D.JPG,15.004,2210.899,156.8,-1.4,-5.4,-1.1,0.5,0.0,0,0,1732809019000
DJI_20241128155022_0186,-13.8817364166667,-73.0353669722222,139.2,-89.9,0.0,5280,3956,0.004014877209852799,0.004003538516850531,2024:11:28 15:50:22,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155022_0186_D.JPG,14.973,2210.881,139.1,0.0,-1.4,-0.9,0.8,0.0,0,0,1732809022000
DJI_20241128155024_0187,-13.8817586111111,-73.0353466666667,-41.0,-90.0,180.0,5280,3956,0.0040210444559508835,0.004009688345601454,2024:11:28 15:50:24,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155024_0187_D.JPG,14.996,2210.875,139.1,0.7,-0.7,-0.9,0.9,0.0,0,0,1732809024000
DJI_20241128155027_0188,-13.8817815555556,-73.0353258611111,-41.0,-90.0,180.0,5280,3956,0.00401863118573859,0.004007281890872831,2024:11:28 15:50:27,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155027_0188_D.JPG,14.987,2210.879,139.0,0.3,-0.5,-1.0,0.8,0.0,0,0,1732809027000
DJI_20241128155029_0189,-13.8818041111111,-73.0353059444444,-41.1,-90.0,180.0,5280,3956,0.004020508173681486,0.004009153577883982,2024:11:28 15:50:29,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155029_0189_D.JPG,14.994,2210.864,138.9,-0.3,-1.6,-1.0,0.8,0.0,0,0,1732809029000
DJI_20241128155032_0190,-13.8818271111111,-73.0352856388889,-41.1,-90.0,180.0,5280,3956,0.004025066572971373,0.00401369910348249,2024:11:28 15:50:32,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155032_0190_D.JPG,15.011,2210.899,138.9,0.1,-2.9,-1.0,0.9,0.0,0,0,1732809032000
DJI_20241128155034_0191,-13.8818508333333,-73.0352656944444,-41.2,-90.0,180.0,5280,3956,0.004027211702048969,0.004015838174352376,2024:11:28 15:50:34,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155034_0191_D.JPG,15.019,2210.895,138.9,-0.9,-4.1,-1.0,0.8,0.0,0,0,1732809034000
DJI_20241128155037_0192,-13.881874,-73.0352442222222,138.9,-89.9,0.0,5280,3956,0.004027211702048969,0.004015838174352376,2024:11:28 15:50:37,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155037_0192_D.JPG,15.019,2210.905,138.8,1.4,-5.2,-1.1,0.8,0.0,0,0,1732809037000
DJI_20241128155039_0193,-13.8818967777778,-73.0352225555555,139.0,-89.9,0.0,5280,3956,0.0040210444559508835,0.004009688345601454,2024:11:28 15:50:39,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155039_0193_D.JPG,14.996,2210.893,139.2,-1.7,-4.5,-1.0,0.8,0.0,0,0,1732809039000
DJI_20241128155042_0194,-13.8819198333333,-73.0352014166667,139.0,-89.9,0.0,5280,3956,0.004018899326873289,0.004007549274731567,2024:11:28 15:50:42,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155042_0194_D.JPG,14.988,2210.882,139.0,0.6,-3.2,-1.1,0.7,0.0,0,0,1732809042000
DJI_20241128155044_0195,-13.8819452777778,-73.0351795277778,-41.0,-90.0,180.0,5280,3956,0.004019167468007989,0.004007816658590303,2024:11:28 15:50:44,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155044_0195_D.JPG,14.989,2210.867,138.9,2.4,-0.3,-1.0,0.9,0.0,0,0,1732809044000
DJI_20241128155047_0196,-13.8819690555556,-73.0351586388889,139.0,-89.9,0.0,5280,3956,0.0040170223389303945,0.004005677587720417,2024:11:28 15:50:47,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155047_0196_D.JPG,14.981,2210.868,139.0,1.0,1.7,-0.9,0.8,0.0,0,0,1732809047000
DJI_20241128155049_0197,-13.8819933888889,-73.0351376666667,-41.1,-90.0,180.0,5280,3956,0.00402265330275908,0.004011292648753868,2024:11:28 15:50:49,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155049_0197_D.JPG,15.002,2210.879,139.1,1.4,-3.0,-1.0,0.9,0.0,0,0,1732809049000
DJI_20241128155052_0198,-13.8820161388889,-73.0351166666667,-41.0,-90.0,180.0,5280,3956,0.0040210444559508835,0.004009688345601454,2024:11:28 15:50:52,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155052_0198_D.JPG,14.996,2210.894,139.1,-0.6,-2.9,-1.0,0.8,0.0,0,0,1732809052000
DJI_20241128155054_0199,-13.8820381666667,-73.0350953888889,138.9,-89.9,0.0,5280,3956,0.004043568311265626,0.004032148589735257,2024:11:28 15:50:54,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155054_0199_D.JPG,15.08,2210.984,139.0,-0.9,-1.9,-0.9,0.8,0.0,0,0,1732809054000
DJI_20241128155057_0200,-13.8820609166667,-73.0350754444444,-41.1,-90.0,180.0,5280,3956,0.004024262149567275,0.004012896951906282,2024:11:28 15:50:57,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155057_0200_D.JPG,15.008,2210.894,139.0,-1.9,-3.1,-1.0,0.7,0.0,0,0,1732809057000
DJI_20241128155059_0201,-13.8820846944444,-73.0350554444444,-41.1,-90.0,180.0,5280,3956,0.004002542717656631,0.003991238859348685,2024:11:28 15:50:59,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155059_0201_D.JPG,14.927,2210.82,139.0,-0.6,-4.1,-1.0,0.8,0.0,0,0,1732809059000
DJI_20241128155102_0202,-13.88210725,-73.0350338333333,138.9,-89.9,0.0,5280,3956,0.0040183630446038905,0.004007014507014096,2024:11:28 15:51:02,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155102_0202_D.JPG,14.986,2210.883,139.0,-0.8,-0.8,-1.0,0.8,0.0,0,0,1732809062000
DJI_20241128155104_0203,-13.8821318333333,-73.0350121111111,-41.0,-90.0,180.0,5280,3956,0.004022921443893779,0.0040115600326126035,2024:11:28 15:51:04,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155104_0203_D.JPG,15.003,2210.891,138.9,0.5,1.2,-1.1,0.8,0.0,0,0,1732809064000
DJI_20241128155107_0204,-13.8821568333333,-73.0349918055555,-41.1,-90.0,180.0,5280,3956,0.0040247984318366745,0.004013431719623754,2024:11:28 15:51:07,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155107_0204_D.JPG,15.01,2210.898,139.1,-0.6,-2.9,-0.9,0.8,0.0,0,0,1732809067000
DJI_20241128155109_0205,-13.8821801944444,-73.0349708333333,-41.1,-90.0,180.0,5280,3956,0.004021580738220282,0.004010223113318925,2024:11:28 15:51:09,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155109_0205_D.JPG,14.998,2210.876,139.1,-1.9,-2.5,-0.9,0.8,0.1,0,0,1732809069000
DJI_20241128155112_0206,-13.8822045555556,-73.0349493333333,-41.0,-90.0,180.0,5280,3956,0.004023725867297877,0.004012362184188811,2024:11:28 15:51:12,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155112_0206_D.JPG,15.006,2210.902,139.0,2.1,-4.9,-1.0,0.9,0.0,0,0,1732809072000
DJI_20241128155114_0207,-13.88222725,-73.0349270833333,-41.0,-90.0,180.0,5280,3956,0.004025870996375471,0.0040145012550586966,2024:11:28 15:51:14,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155114_0207_D.JPG,15.014,2210.905,139.1,-0.3,-3.0,-0.9,0.8,0.0,0,0,1732809074000
DJI_20241128155117_0208,-13.8822503333333,-73.0349070555555,139.0,-89.9,0.0,5280,3956,0.0040221170204896815,0.004010757881036397,2024:11:28 15:51:17,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155117_0208_D.JPG,15.0,2210.916,139.0,0.1,-3.5,-1.0,0.8,0.0,0,0,1732809077000
DJI_20241128155119_0209,-13.8822735833333,-73.0348867777778,139.1,-89.9,0.0,5280,3956,0.004029624972261262,0.004018244629080998,2024:11:28 15:51:19,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155119_0209_D.JPG,15.028,2210.911,139.2,1.6,-5.6,-1.0,0.8,0.0,0,0,1732809079000
DJI_20241128155122_0210,-13.8822968888889,-73.0348663888889,139.1,-89.9,0.0,5280,3956,0.004016217915526296,0.00400487543614421,2024:11:28 15:51:22,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155122_0210_D.JPG,14.978,2210.869,139.0,0.4,-8.5,-1.0,0.8,0.0,0,0,1732809082000
DJI_20241128155124_0211,-13.8823198888889,-73.0348455277778,139.1,-89.9,0.0,5280,3956,0.004033378948147052,0.004021988003103298,2024:11:28 15:51:24,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155124_0211_D.JPG,15.042,2210.94,139.4,1.0,-8.7,-1.0,0.8,-0.1,0,0,1732809084000
DJI_20241128155127_0212,-13.8823430833333,-73.0348238611111,139.1,-89.9,0.0,5280,3956,0.004015413492122199,0.004004073284568002,2024:11:28 15:51:27,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155127_0212_D.JPG,14.975,2210.871,139.0,1.9,-6.5,-1.0,0.8,0.0,0,0,1732809087000
DJI_20241128155129_0213,-13.8823676666667,-73.0348090555556,-13.4,-90.0,180.0,5280,3956,0.00402640727864487,0.004015036022776169,2024:11:28 15:51:29,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155129_0213_D.JPG,15.016,2210.895,171.0,3.0,8.0,-1.1,0.0,0.1,0,0,1732809089000
DJI_20241128155132_0214,-13.8823888888889,-73.0348298611111,59.5,-90.0,180.0,5280,3956,0.004025870996375471,0.0040145012550586966,2024:11:28 15:51:32,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155132_0214_D.JPG,15.014,2210.918,-115.1,9.0,2.6,-0.1,-1.4,0.0,0,0,1732809092000
DJI_20241128155134_0215,-13.88237275,-73.0348539444444,-41.7,-89.9,0.0,5280,3956,0.004018899326873289,0.004007549274731567,2024:11:28 15:51:34,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155134_0215_D.JPG,14.988,2210.891,-41.4,1.4,5.2,0.9,-0.8,0.0,0,0,1732809094000
DJI_20241128155137_0216,-13.8823497222222,-73.03487375,138.9,-90.0,180.0,5280,3956,0.004029088689991862,0.004017709861363526,2024:11:28 15:51:37,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155137_0216_D.JPG,15.026,2210.916,-41.0,1.6,4.8,0.9,-0.8,0.0,0,0,1732809097000
DJI_20241128155139_0217,-13.88232675,-73.0348943888889,138.9,-90.0,180.0,5280,3956,0.004023189585028479,0.004011827416471339,2024:11:28 15:51:39,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155139_0217_D.JPG,15.004,2210.905,-41.0,2.1,6.9,1.0,-0.9,0.0,0,0,1732809099000
DJI_20241128155142_0218,-13.8823035833333,-73.0349154444445,138.9,-90.0,180.0,5280,3956,0.004027747984318366,0.004016372942069848,2024:11:28 15:51:42,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155142_0218_D.JPG,15.021,2210.913,-40.7,4.9,6.2,1.1,-0.9,0.0,0,0,1732809102000
DJI_20241128155144_0219,-13.8822802777778,-73.0349356666667,-41.2,-89.9,0.0,5280,3956,0.004032306383608256,0.0040209184676683555,2024:11:28 15:51:44,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155144_0219_D.JPG,15.038,2210.922,-41.0,1.2,5.9,1.0,-0.8,0.0,0,0,1732809104000
DJI_20241128155147_0220,-13.8822573055556,-73.0349561111111,138.9,-90.0,180.0,5280,3956,0.0040247984318366745,0.004013431719623754,2024:11:28 15:51:47,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155147_0220_D.JPG,15.01,2210.904,-40.9,2.0,6.3,1.0,-0.8,0.0,0,0,1732809107000
DJI_20241128155149_0221,-13.8822335,-73.0349765,138.9,-90.0,180.0,5280,3956,0.0040247984318366745,0.004013431719623754,2024:11:28 15:51:49,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155149_0221_D.JPG,15.01,2210.902,-41.1,1.9,5.6,0.9,-0.8,0.0,0,0,1732809109000
DJI_20241128155152_0222,-13.8822110277778,-73.0349976944444,138.9,-90.0,180.0,5280,3956,0.004029356831126562,0.004017977245222262,2024:11:28 15:51:52,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155152_0222_D.JPG,15.027,2210.92,-41.0,2.0,8.0,1.0,-0.8,0.0,0,0,1732809112000
DJI_20241128155154_0223,-13.88218675,-73.0350190555556,138.8,-90.0,180.0,5280,3956,0.004030965677934758,0.004019581548374677,2024:11:28 15:51:54,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155154_0223_D.JPG,15.033,2210.931,-41.1,2.5,7.4,1.0,-0.8,0.0,0,0,1732809114000
DJI_20241128155157_0224,-13.8821636944444,-73.0350396388889,138.8,-90.0,180.0,5280,3956,0.0040210444559508835,0.004009688345601454,2024:11:28 15:51:57,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155157_0224_D.JPG,14.996,2210.913,-40.9,2.8,6.8,1.0,-0.8,0.0,0,0,1732809117000
DJI_20241128155159_0225,-13.8821405555556,-73.0350600555556,138.8,-90.0,180.0,5280,3956,0.004008441822620016,0.003997121304240872,2024:11:28 15:51:59,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155159_0225_D.JPG,14.949,2210.813,-41.0,3.9,7.0,1.0,-0.8,0.0,0,0,1732809119000
DJI_20241128155202_0226,-13.8821176388889,-73.0350803611111,138.8,-90.0,180.0,5280,3956,0.004017558621199793,0.004006212355437889,2024:11:28 15:52:02,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155202_0226_D.JPG,14.983,2210.896,-41.0,1.3,7.8,1.0,-0.8,0.0,0,0,1732809122000
DJI_20241128155204_0227,-13.8820936388889,-73.0351005277778,-41.1,-89.9,0.0,5280,3956,0.0040339152304164514,0.00402252277082077,2024:11:28 15:52:04,./data/mavic3m/campo2/Viaje3-27-Nov/DJI_202411281538_002_acco2-campo2//DJI_20241128155204_0227_D.JPG,15.044,2210.934,-41.1,-0.6,6.3,0.9,-0.8,0.0,0,0,1732809124000
